name,modrinth,curseforge,description
,n1EbSfq3,820727,"Modyfikacja broni skupiająca się na postępie w przetrwaniu, rozgrywce i dostosowywaniu broni!"
,OuVm7tLU,964594,"Spraw, aby GTCEu było kompatybilne z Nutrition(UEL)!"
,aT8BzaOj,258587,"Przedmioty leżą na ziemi, drewno unosi się w wodzie, kamienie nie palą się w lawie, kliknij prawym przyciskiem myszy, aby podnieść przedmioty,..."
,jUlR3XZM,591861,Utwórz motyw przeznaczony dla zadań FTB i może być używany w poszczególnych rozdziałach lub globalnie. Wysoce konfigurowalny.
,yHf7SALy,652113,Przyspiesz obliczenia animacji bytów!
,aEK1KhsC,391656,"🔆 Naciśnij klawisz G, aby zmaksymalizować jasność/gamma w grze i uzyskać efekty noktowizyjne."
,rEuzehyH,291936,Szukaj przedmiotów w pobliskich kontenerach
,VS1a14jA,941096,Obsługa polimorfów dla Applied Energistics 2.
,5faXoLqX,520110,"Biblioteka modów zawierająca nowe zdarzenia, pomocników i narzędzia ułatwiające życie modderom."
,eEpWUjwq,410426,Pomaga stworzeniom widzieć z daleka
,qmCh2PxS,694349,Udekoruj swój dom lepiej meblami!
,5ZwdcRci,686911,Przyspieszenie renderowania w trybie natychmiastowym w Minecrafcie
,8oi3bsk5,513688,"Eksploruj prawie 100 nowych biomów składających się z realizmu i lekkiej fantazji, używając wyłącznie waniliowych bloków. W komplecie z wieloma wciągającymi strukturami pasującymi do przekształconego terenu."
,p19vrgc2,854949,"Fusion umożliwia pakietom zasobów korzystanie z dodatkowych tekstur i typów modeli, takich jak połączone tekstury!"
,AtB5mHky,945479,"Pozwala sprawdzić, czy gracz pisze w graficznym interfejsie użytkownika, w trybie bezczynności, z fajnymi efektami wizualnymi w grze"
,sH9tXU9f,840734,Pompowanie ciekłego paliwa do palnika płomieniowego
,twkfQtEc,499980,"Dynamiczne pakiety danych i rejestracje, działania mieszkańców, niestandardowe znaczniki map i nie tylko"
,r0v8vy1s,548115,Wydajna i niezależna od pozycji implementacja pyłu redstone
,Ha28R6CL,308769,"Jest to moduł, który umożliwia korzystanie z języka programowania Kotlin dla modułów Fabric."
,uLbm7CG6,527334,Skróć czas ładowania i zapewnij rezerwową obsługę języków
,G6VHtQr4,463826,Biblioteka do udostępniania kodu pomiędzy modami Minecrafta.
,4fCwcdXD,299045,Do mistycznego rolnictwa dodano wielopoziomowe kryształy.
,ziOp6EO8,693313,Moduł biblioteczny zawierający wspólny kod dla modułu Corgi Taco.
,EiEOyeoL,368718,Dodano obsługę CraftTweakera dla Just Enough Items
,yWSAtnfH,1084468,Menu zamawiania serwera BisectHosting
,tTPzEplo,494133,"Komputer, klawiatura, RGB, czego jeszcze potrzebuje prawdziwy gracz? !"
,40FYwb4z,397876,"Podstawowy moduł i interfejs API, który zapewnia programistom dostęp do mechaniki lotu elytry poprzez właściwości encji."
,z3TzcquW,925511,"Napraw renderowanie malarstwa, popraw wydajność i pozwól na tworzenie niestandardowych modeli"
,bcOsQHnC,481655,"Mod Kobieta Płeć wprowadza dodatkowe opcje dostosowywania modelu gracza, w tym unikalną możliwość dodania osobistych akcentów do swojej postaci."
,REH0O240,825617,"Ułatw odkrycie serwerów modów, znajdując je w grze!"
,,284523,
,ZsrrjDbP,953637,Elegancki – być może wrogi – statek zaginiony na siedmiu morzach…
,vvuO3ImH,394941,Elastyczny i rozszerzalny interfejs API akcesoriów/sprzętu dla użytkowników i programistów.
,yD9qW65f,931925,"Zapewnia Embeddium/Sodium z dodatkowymi funkcjami wydajności i jakości, zapewniającymi bardziej wyrafinowane wrażenia"
,P0Mu4wcQ,401236,"Dodano różne skarby, które można znaleźć podczas eksploracji"
,VZWuyRVr,441114,Nadaj każdej zaczarowanej książce w Minecrafcie unikalną teksturę!
,t5W7Jfwy,319596,"Umożliwia zmianę rozmiaru większości elementów, zmniejszanie lub zwiększanie ich proporcji"
,e0M1UDsY,526606,"🎓 Collective to współdzielona biblioteka dla wszystkich modułów Serilum, zawierająca wspólny kod."
,Ib1hetHL,451558,Podstawowy element wszystkich modów Lyøn Mods.
,edU0NbZZ,681606,"Dodano młoty umożliwiające wydobywanie w zakresach 3x3, 3x3x3, 5x5x1, 5x5x3 i ostatecznie 5x5x5! Są świetne."
,fgmhI8kH,623908,"Ulepszaj i twórz nowe wioski i posterunki bandytów, które idealnie pasują do Twojego świata Minecraft."
,nkTZHOLD,704136,"API do obsługi różnych modułów ładujących mod, podstawa modów takich jak Factocrafty"
,Fnrzx9Jl,676811,Umożliwia twórcom pakietów modów definiowanie domyślnych właściwości serwera. Zwykle używane do ustawień takich jak domyślny typ świata
,JuksLGBQ,619986,"Implementuj niezwykle szybkie niestandardowe tekstury GUI w tkaninach i kołdrach, dzięki wbudowanej obsłudze niestandardowych pakietów zasobów GUI OptiFine"
,3mW8PdUo,646464,Podstawowy mod wyświetlający Twoje współrzędne na HUD-ie w grze.
,gedNE4y2,658587,Dodaj efekty animacji do graczy
,FTeXqI9v,905861,Create: New Age jest rozszerzeniem modułu Create o integrację z energią elektryczną.
,2u6LRnMa,704113,"Wieloplatformowe API, które upraszcza przesyłanie i przechowywanie przedmiotów, płynów i energii, a także inne przydatne funkcje dla programistów"
,DPyowF4K,690674,"Rozszerzenie modułu broni palnej MrCrayfish, dodające dużą ilość realistycznej broni palnej"
,fzSKSXVK,583228,Prosty moduł do tworzenia zaplanowanych kopii zapasowych
,eNNKPxg3,913405,"Mod wtyczki do Expanded Combat, dodający kompatybilność z Duskwood"
,r4Knci2k,906239,Uzupełnienie modułu Utwórz o dodanie nowych mebli.
,xSfkjdDu,377448,Leć na inne planety i nie tylko!
,qRidloO4,345023,"🥛 Pozwala owcom, alpakom, świniom, osłom, koniom i mułom wyprodukować wiadro mleka."
,J5CVo2fm,356349,"Mod, który naprawia niektóre błędy kopiowania."
,rOUBggPv,454372,"Biblioteka podstawowa SuperMartijn642 dodaje wiele podstawowych implementacji, umożliwiając użycie podobnego kodu w różnych wersjach Minecrafta!"
,cKLIJfSz,605554,Nowy biom z motywem drzewa wiśniowego z niestandardowymi strukturami i nowym typem wioski!
,abooMhox,527685,"🌲 Użyj siekiery, aby natychmiast ścinać całe drzewa i gigantyczne grzyby. Powoduje szybki rozkład liści i sadzonki."
,o6qsdrrQ,927564,Przepracowany mod skalujący stworzony przez Nolija
,nrJ2NpD0,552277,Umożliwia kontrolowanie i wyświetlanie muzyki w grze!
,dCKRaeBC,912441,Nieoficjalny (Neo)Forge port Litematica. Nowoczesny schemat modowy klienta Minecraft.
,SFO4Ca80,525510,Dodano kilka funkcji do serii modów Masa.
,lhGA9TYQ,419699,Pośredni interfejs API zaprojektowany w celu uproszczenia tworzenia modów na wielu platformach.
,72GXx2MO,284324,Dodaj emoji w Minecrafcie
,TLZe11Uj,620928,"Wersja szkieletowa Apoteozy przeniosła, zmodyfikowała i rozszerzyła wiele systemów"
,KX1XC0Oo,915324,Formations Overworld dodaje mnóstwo nowych struktur do głównego świata!
,TyTPFOiF,429926,Zrób zrzut ekranu gry po opuszczeniu świata lub serwera i wyświetl go po ponownym dołączeniu.
,Tg5fXO1x,577850,"Dodano różnorodne przenośne stoły warsztatowe, takie jak przenośne stoły rzemieślnicze"
,zFCKsjVY,901658,Dynamicznie renderuj wzory zbroi!
,2eT495vq,670986,Mod wydajnościowy zaprojektowany w celu optymalizacji wykorzystania pamięci Minecrafta.
,FGlHZl7X,687497,"Poprzednik End Remastered, The Lost Castle, wprowadził ogromny zamek. Wewnątrz kryje się nieskończone bogactwo i tajemnice dawno zaginionej cywilizacji..."
,xl3myxch,550778,Moduły biblioteczne wymagane dla wszystkich modułów ApexStudios
,Lq6ojcWv,574409,"Enderman Overhaul dodaje ponad 20 nowych wariantów Endermana, każdy z unikalnymi dźwiękami, modelami i animacjami!"
,WXDvMkR5,429291,Wyłącz interfejs ostrzeżeń o eksperymentalnych ustawieniach świata
,IKARgflD,458048,"Czy ogrodzenia można łączyć po przekątnej? Czekaj, to nie jest legalne."
,lo90fZoB,845831,"Modyfikacja drzewek zadań, która pozwala autorom pakietów tworzyć i dołączać kompletne zadania dla graczy"
,VXgaJQ9n,386320,"Moduł oparty na grze FPS A.V.A, dodający broń palną i inną zawartość"
,KuQueJOG,635510,Narzędzia Strażnika dodają nowy sprzęt Strażnika i całkowicie przerabiają łupy Starożytnego Miasta.
,eXrl5E3G,656526,System blokowania i ujawniania przedmiotów oparty na danych. Odkrywaj podczas eksploracji!
,DjLobEOy,626761,"Urozmaicaj swój świat nowymi wioskami, placówkami rabusiów, a nawet nowymi statkami!"
,T3yEYSUT,880620,Podstawowy mod dla wszystkich pakietów modów Luna Pixel Studios.
,a7yNQPzW,579177,"Nieoficjalne rozszerzenie ProjectE, zapewniające wyświetlanie EMC, więcej sposobów pasywnego generowania EMC itp."
,oHGMwNDR,809542,"Moduł rozbudowy wieśniaków dodaje różnorodne typy mieszkańców, zawartość handlową i znakomite stacje robocze."
,WwbubTsV,374274,Twój wybór zostanie uszanowany.
,m3pkVbY8,857972,"Unikalne pudełko, które automatycznie zbiera pobliskie upuszczone przedmioty, bardzo przydatne!"
,PRHeWeBs,881586,"Utwórz moduł pomocniczy, koncentrując się na blokach typu końcowego. Poznaj moc silników pustki, skrzyń pustki i zbiorników pustki, aby łatwo przenosić siłę obrotową, przedmioty i płyny."
,EPteDGlY,438668,Dodawaj znaczniki do starych map podczas aktywacji punktów orientacyjnych
,ordsPcFz,351264,Dodaje moduł ładujący język Kotlin i zapewnia opcjonalny zestaw narzędzi
,TaSmHw8V,904471,"Drażnij znajomych, grając własne melodie na różnych instrumentach!"
,OK421ZCh,682644,Bloom: uprawiaj kwiaty do barwienia lub twórz bukiety! [Tkanina/Kuźnia]
,LPuJjiQz,890745,"Kiedy pojawi się legendarny/błyszczący Pokémon, wyślij wiadomość do wszystkich graczy na serwerze"
,Q3vyMuj2,353942,Generuje śnieg pod drzewami w śnieżnych biomach
,Aqlf1Shp,889079,Fabric API zaimplementowany w oparciu o NeoForge
,OoOVj3J3,323976,"Optymalizuj modele w grze, aby uzyskać płynniejsze animacje i szczegółowe efekty specjalne"
,Nn8Wasaq,867099,Podstawowa biblioteka modułów zespołu programistów HypherionSA i First Dark
,E9sX1ncV,256822,"Prosty edytor GUI, który może modyfikować elementy/bloki/obiekty w bieżącym świecie"
,sMHZd2kw,912104,"Spraw, aby rozmieszczenie wszystkich struktur było bardziej rozproszone (zasadniczo rzadsze), zwiększ wyzwanie eksploracyjne/zmniejsz poczucie powtarzalności"
,Dd6vT4jF,933502,Rozwiń swój unikalny styl walki i umiejętności broni dzięki Epic Combat Mod!
,38pHU3u5,409341,"Portal niestandardowy: użyj dowolnego bloku, aby zbudować portal międzywymiarowy/ten sam wymiarowy"
,J81TRJWm,416797,Kolejny nudny mod biblioteczny
,G1hIVOrD,570073,Biblioteka zasobów
,hIZHlLOF,890565,"Horror Mod: Dodaj potwory, które cię prześladują"
,koiNUJ8V,613215,Aktywuj swój świat ze zwierzętami!
,x02cBj9Y,615459,Dodaj konfigurowalny pasek postępu do nakładki efektu statusu pokazującej pozostały czas trwania
,jorDmSKv,593981,Potężna pochodnia: zapobiega pojawianiu się potworów na dużym obszarze
,KhJx1K92,689943,"🎃 Motyw horroru 2022: Pomóż rzeźnikowi dyni! Zawiera niestandardowe spotkania, nagrody i bitwy z bossami. Rozbij dynię, aby go zrodzić – zanurz się w historii dzięki temu modowi w stylu Halloween!"
,s4OWxYQQ,855414,Klasyczny RPG Magic Mod (Żelazna magia i księga zaklęć)
,SwolYSb8,502786,"Rozwijaj koniec w unikalny sposób: złożone biomy, stworzenia i materiały (inaczej oświecony koniec)"
,XpzGz7KD,876199,"Konfigurowalna elytra: obsługuje dekoracje, wzory flag itp.!"
,mnLFouB0,916493,Wozy konne i pługi obsługują teraz wersję 1.20!
,eWX2m1eM,870250,Nieoficjalny port 1.19/1.20 modułu Eidolon
,1OE8wbN0,665526,Biblioteka funkcji kolorów: zapewnia bogate funkcje związane z kolorami dla zależnych modułów
,9s6osm5g,348521,Biblioteka konfiguracji modów Minecraft
,fRiHVvU7,580555,Wszechstronna i łatwa w użyciu przeglądarka produktów i przepisów
,cMppH5SJ,225635,ekspansja rolnicza
,uEfK2CXF,240630,"Rozszerzenie JEI: Dodaj szczegóły dotyczące stworzeń, generacji świata, mieszkańców wioski i nie tylko!"
,hI3Tmydh,707734,Dodanie szlamowych lalek do MC jest dobrym pomocnikiem w znajdowaniu bloków szlamowych!
,F33t24Wi,418915,"Konfigurowalny moduł generowania struktur, dodając kapliczki, świątynie, domy i inne konstrukcje (wersja Forge)"
,iu1jkWqa,260912,Wysoce zoptymalizowany system rurociągów do przesyłu przedmiotów/energii/płynów/informacji
,kU1G12Nn,439890,Utwórz spółkę zależną: łączenie systemów zasilania i energii kinetycznej
,yM94ont6,353890,"W przypadku awarii możesz wrócić do interfejsu tytułu, aby kontynuować grę bez ponownego uruchamiania i zoptymalizować działanie awarii"
,JMOE5Khs,282613,Wymagane API dla wciągających kolei i innych modów pociągów
,ErpAAAaf,510974,Udoskonalona interakcja z przedmiotami
,Xg35A4rS,239197,"CraftTweaker pozwala pakietom modowania i serwerom dostosowywać grę: modyfikować przepisy, pisać skrypty wydarzeń, dodawać polecenia, a nawet zmieniać właściwości przedmiotów!"
,DghO0R02,383129,Connected Glass: Nowo dodane rodzaje szkła z połączonymi teksturami!
,HMNV4z01,560323,Napraw problem zakleszczenia spowodowany przez MC-246262
,KNUSlHiU,666941,"Nie miałeś pojęcia, że trójząb można wykorzystać w taki sposób!"
,jawg7zT1,594750,"Dust Mod: Generuje cząstki białego popiołu w deltach bazaltu pod ziemią, aby symulować pył!"
,xDjN28OB,469658,Moduł akcesoriów Origins (inspirowany oryginałem)
,kYq5qkSL,310205,Zmień tryb pełnoekranowy na okno bez obramowania
,POQ2i9zu,551364,"Wskrzeszenie zapomnianych stworzeń, które utraciły głos na stworzenie, rozwinięcie oryginalnej koncepcji i dodanie funkcji przypominających wanilię. Zawiera: Miedziany Golem, Krab, Growler, Moohua, Lodziarz, Rozrabiaka, Tuff Golem, Wildfire, Iluzjonista, Zombie Horse"
,DFqQfIBR,297038,Całkowicie dostosuj wyświetlanie statusu gry w Discord!
,uWrs8XlB,652202,🔧 Dodaj praktyczne i ciekawe treści do Twórz
,6FtRfnLg,663658,Symulator lotu Minecraft elytra
,6AQIaxuO,455982,Co to do cholery jest?
,HyKmtI3L,551140,🔨 Wszystkie przedmioty zawierające metal można w hutach poddać recyklingowi na surowce
,FYpiwiBR,913445,Konektory integrują się z interfejsami API innych firm
,QIt10I7z,920423,Dungeons & Taverns: Samodzielny spin-off ulepszonej placówki Pillager Outpost
,FxXkHaLe,856548,✨ Chroń i lecz członków drużyny jako Paladyn lub Kapłan
,HUVG5gEu,940827,"Dodano wiele unikalnych trójzębów, które można syntetyzować, a także broń przebijającą, taką jak włócznie i harpuny!"
,rrwQMaWQ,510234,Praktyczne narzędzia aparatu
,2ecVyZ49,537533,Przyspiesz ładowanie świata
,ftdbN0KK,615134,Bad Packets obsługuje komunikację pakietową pomiędzy różnymi platformami modułów
,Yd4wb5wZ,574913,Dodaj nowych przyjaciół do swojego świata!
,SNIKP4CT,915336,Dodano różnorodne nietoperze i unikalne łupy na Halloween.
,jhxX1zVW,282837,Ten mod dodaje jednostki górnicze podobne do BC Quarry.
,K01OU20C,318449,"Prosty, modułowy i niezwykle szybki interfejs API dodawania danych."
,iJNje1E8,560441,To nie jest magiczny mod · Grawitacja i akumulacja śniegu · Bloki pokryte śniegiem · Regulowana fizyka śniegu
,ox3rDp1B,403858,"BedrockIfy to moduł Fabric, który przenosi przydatne funkcje z Bedrock Edition do Java Edition."
,gMWAhU1n,794452,"Kostka, która jest jednocześnie dekoracyjna i funkcjonalna!"
,nBaXIQY9,877553,"Odkryj nowe biomy końcowe, zakazaną magię i inne szalone treści."
,w7ThoJFB,574741,Obsługuje nieograniczone konfigurowalne moduły skalowania perspektywy.
,Kn7xyQ1v,631098,"Moduł rozbudowy jaskini zawiera nowe domeny ekologiczne, stworzenia itp."
,KdJhOYVV,569737,Dodano do świata starożytne ruiny.
,EOig9U0j,666940,Nadal handlujesz ręcznie? Niech te leniwe pigliny wykonają pracę za Ciebie!
,7YM5AXYm,952356,😍 Usunięto czas odnowienia podczas przyciągania zwierząt jedzeniem.
,AWGqBEjs,78726,Mod o tematyce przygodowej inspirowany One Piece
,2SpZYGNn,358877,"Mod Industrial Rebirth oferuje wyjątkowe wrażenia z nowymi maszynami, pancerzami wspomaganymi, narzędziami, generatorami i nie tylko!"
,rLLJ1OZM,237749,Współdzielone pliki bibliotek dla modułów serii Corosus
,gF3BGWvG,636608,"Dodano funkcje blokowania terytorium i zespołu graczy, kompatybilne z minimapą Xaero"
,kt3BLgXB,703792,Poznaj unikalne struktury i nowe biomy każdej domeny ekologicznej w Netherze.
,VsM5EDoI,382216,Podstawowa biblioteka frameworków modułów serii Abnormals
,UiFDlI7w,566142,"Sanie, bloki o tematyce bożonarodzeniowej i sztuczna inteligencja mieszkańców wioski"
,fRbqPLg4,385463,Biblioteka Fabric pomagająca modderom w korzystaniu z shaderów
,eA8SXqWL,363949,Fantastyczny wymiar pełen pszczół - kradzież miodu wywoła wściekłość roju!
,SJUXA0ne,276829,Ponad 200 odmian płyt dociskowych opartych na blokach wanilii.
,4H6sumDB,915902,"Pakiet rozszerzeń uzupełniających oświetlenie i cień, zapewniający więcej opcjonalnych efektów specjalnych i ustawień."
,Tkikq67H,659110,Niezbadana kraina: kompleksowy moduł innowacji dotyczący świata/netheru z ponad 70 nowymi domenami ekologicznymi.
,BVgHoKxg,871962,Rozszerzenie Bestii Sniffer: Dodano domenę ekologiczną starożytnej jaskini i powiązany system roślin.
,1eAoo2KR,667299,Biblioteka konfiguracyjna Minecrafta oparta na trybie konstruktora.
,b5GyyYkp,395547,Dodano obsługę slotów na akcesoria dla Totemu Nieumarłych (wcześniej znanego jako Talizman Nieumarłych/Akcesoria)
,Z2mXHnxP,1015118,Kompletny remake Nether Fortress!
,AVq17PqV,686435,"Liście szybko znikają po wycięciu drzew, wysoka wydajność i kompatybilność z innymi modułami."
,reCfnRvJ,913587,Nieoficjalny wieloplatformowy port dynamicznych świateł LambDynamicLights.
,DT56YDir,593958,"Wzmocnij system zaklęć! Każdą broń narzędziową można zaczarować, a nieograniczone kusze i trójzęby czekają na Ciebie."
,1IjD5062,531351,Moduł tkaniny umożliwiający efektywne łączenie tekstur
,DWIEOniQ,284497,W pełni konfigurowalny mod plecaka odrzutowego FE Energy!
,GchcoXML,581495,Nieoficjalna wersja Iris Light and Shadow zgodna z FML
,wGoQDPN5,667903,Uniwersalny moduł Minecraft VR na wszystkie platformy!
,US6QuKdU,858101,Naprawiono problemy z dziennikiem odświeżania ekranu i awariami spowodowane przez zduplikowane identyfikatory UUID jednostek.
,qOQALrK4,676174,Naprawiono lekki moduł powodujący nienormalną wartość doświadczenia po teleportacji międzywymiarowej
,9eGKb6K1,1304549,Włącz czat głosowy w grze!
,JtifUr64,1015155,Po wejściu do domeny/wymiaru ekologicznego wyświetlany jest epicki tytuł w stylu RPG!
,b6GPgDjM,758284,Dodano miedzianą zbroję i narzędzia w wersjach 1.16-1.20.
,CdvG2fsN,237065,Umożliwia swobodne dodawanie elementów i bloków
,QAGBst4M,495476,Dlaczego nazywają się Puzzle? Tutaj leży zagadka!
,1Zu0uTEE,233105,Biblioteka podstawowa serii modułów McJty i romelo333 (RFTools/XNet itp.)
,fPdy2fCM,282947,Zremasterowany moduł odtwarzający pojemnik Serca Rzemieślnika w formie gniazda na akcesoria
,Sjzdj2cy,446870,Dodano karty nieograniczonego zasięgu
,ydZic5r4,513689,"Spraw, aby przedmioty poruszały się płynnie w pojemniku"
,2xZPITh8,396234,Dodano do gry system haseł dla chlewów
,mCkStePk,356483,"Moduł akcesoriów tajemniczego rolnictwa, dodający uprawy/esencje z innych zasobów modułu (szczegóły znajdziesz na liście wsparcia)"
,NoznOJXq,527896,"🕷Pająki będą regularnie tworzyć sieci, gdy gracze znajdą się blisko nich"
,MVARlG2f,968868,Kompleksowa biblioteka obsługi obciążenia dla modułów modułowych
,1tlg2wSc,257573,Dodano dekoracyjne klocki w stylu nowoczesnym/futurystycznym/fantastycznym (legendarna kontynuacja Ztones)
,EC41AOIq,235670,Wysoce konfigurowalny mod do zmiany interfejsu w stylu RPG/MMO
,Z6clHfIZ,542110,Umożliwia statkom wykonywanie małych skoków w celu ułatwienia nawigacji
,ykSfIgTw,415681,Przymocuj ogrodzenie ozdobnymi łańcuchami!
,rJAbxpMf,709188,Naprawiono MC-59363 (kliknięcie pola przedmiotu może spowodować zniknięcie przedmiotów przenośnych)
,btOqFB3N,599116,"Dodano poziomy trudności ataku, elitarne potwory katastrofy, ulepszone nieśmiertelne totemy i wiele więcej!"
,T8MMXTpr,448311,Dodaj efekty dźwiękowe do kapiących cząstek
,MBAkmtvl,531761,Biblioteka warstw abstrakcji Blay dla modułów wieloplatformowych
,zJpHMkdD,332273,Osiągnij płynną teleportację i przezroczyste drzwi końcowe
,bb2EpKpx,845833,Moduł systemu związkowego/zespołowego do współpracy zespołu serwerowego!
,CVT4pFB2,938643,Biblioteka odtwarzania muzyki w tle oparta na OpenAL
,6iTJugQR,896746,Różne zmiany w oryginalnych blokach
,P5Jjjezm,627196,Zezwalaj na wyświetlanie przedmiotów z ekwipunku na czacie
,VJkx9nDN,811662,Magia i nie tylko! Mod rozszerzenia silnika zaklęć
,TQyaHwzF,412225,obszar zbiorów
,M1953qlQ,714059,Resourceful Config to moduł umożliwiający programistom tworzenie konfiguracji wieloplatformowych
,sk9rgfiA,908741,"Potężny, przyjazny modom moduł optymalizacji wydajności klienta NeoForge o otwartym kodzie źródłowym"
,6L3ydNi8,527822,"📦 Zapewnij konfigurowalny sprzęt początkowy, przedmioty i/lub efekty mikstur dla nowych graczy. Może zastąpić początkowy ekwipunek lub dodać elementy później. Kompatybilny z wyspami drużynowymi FTB."
,F5ao3BYo,862001,"Dodaje do gry piękne kryształy, każdy z ekskluzywnymi narzędziami i zbroją"
,onSQdWhM,679177,Biblioteka GUI/konfiguracji dla profili magazynowych Dalej
,1s5x833P,851046,Moduł zapobiegający zniszczeniom świata spowodowanym błędami obliczania znaczników gry
,rv1sovni,543610,Dodano drewniane warianty do różnych bloków dekoracyjnych i wprowadzono więcej nowych typów bloków!
,3b1CFIR5,686434,"Prosty i kompaktowy panel wyświetlania atrybutów biologicznych, zapewnia wysoki stopień personalizacji!"
