name,modrinth,curseforge,description
,rx58ZUPu,300317,Moderne Vanilla- und Mod-Texturen auf ältere Versionen portiert
,DH3mBsnJ,359168,"Verbesserungen, die dem Original nahe kommen. Unterstützt die Optifine-Funktion"
,prcbs7PM,367352,"Jedem Erz wurden Umrandungen hinzugefügt, um das Auffinden zu erleichtern"
,XlqZTP4W,296616,"Bäume im wirklichen Leben sind rund, warum nicht in Minecraft?"
,EQWX2WiO,618217,"Ein stilisiertes Iris-Shader-Paket im Horror-Stil, das hochgradig anpassbar und leistungsstark ist."
,YAVTU8mK,813608,Bietet zusätzliche Anpassungsoptionen für Fresh Animations.
,kawJN2LZ,834285,Kompatibilitäts-Add-ons für Friends and Foes-Mods und CTOV
,16olY6M5,813307,"Verwenden Sie das Format Optifine/ConnectedTextureMod/Vanilla (CoreShaders), um etwas in Vanille zum Leuchten zu bringen oder selbst zum Leuchten zu bringen."
,qQCeAB8E,903049,Zusatzangebot für VillagersPlus hinzufügen
,2HCcCaiw,962689,
,lsMrkYaZ,915864,"Ein einfaches Add-on, um einige modifizierte Erze im JICKLUS-Stil herzustellen!"
,qcfGSnrv,871190,Russische Übersetzungs- und Textkorrekturen für den Mod.
,5aPp18Lx,496311,"Ein leichtes Ressourcenpaket, das hauptsächlich 3D-Modelle im Originalstil bereitstellt"
,ff4JOkSA,557489,Verleiht allen Blättern ein üppiges Aussehen
,yUIJRaXB,936567,"Dieses Mal bringe ich euch das PvP-Paket „Blue Flash“. Dies ist ein einfaches PvP-Texturpaket, das die GUI-Texturen von Rüstungen und Waffen basierend auf Blau- und Weißtönen ändert. Dieses Paket macht deine PvP-Kämpfe noch besser. Unterstützt Version 1.16 und höher."
,iqOgCgNa,606254,"Fügen Sie einen Turm ähnlich wie in The Legend of Zelda: Breath of the Wild hinzu, damit das Erkunden noch mehr Spaß macht!"
,PUUpX2qq,520028,"32x Ressourcenpaket, Details werden mit größter Sorgfalt behandelt"
,nX8FKH9H,749689,Gotische mittelalterliche RPG-Schriftart
,4Tjpn35e,1007509,Die Standard-Holzstruktur ist etwas langweilig und eintönig. Halten Sie eine Veränderung für nötig?
,nkIDbx5j,580481,"[ 1,13 - 1,19 ] Ein realistisches und sehr stimmiges Klarglas!"
,LBcosBrl,356831,"Nicht nur eine Retextur, sondern ein Texturpaket, das zusätzliche Blöcke, Gegenstände und Biomvarianten enthält."
,VBRCYdWr,567347,"Bietet originale Kolonialhütten, Blöcke und Gegenstände."
,zQHARVIr,455845,"STONEBORN ist eine einfache, aber einzigartige Überarbeitung der Benutzeroberfläche, die von Fantasy-Medien inspiriert wurde."
,xldhKzjO,927966,"Finden Sie, dass die Elfen der neunten Generation zu hässlich sind und gehetzt aussehen? Hier ist eine Lösung!"
,2YyNMled,231821,"Dramatic Skys ist ein Zusatzpaket, das Ihrem Gaming-Himmel hochauflösende, realistische Wolken und Lichteffekte hinzufügt. Dieses Paket ist mit jedem anderen Ressourcenpaket kompatibel. Fügen Sie es einfach über den anderen Paketen auf dem Auswahlbildschirm hinzu!"
,mjPjLK0t,945447,Benutzeroberfläche im Weltraum-Stil – voller Sterne und Nebel.
,zzh3Y6f4,298127,"Eine offene Schriftart, die Google ähnelt."
,WiAsCCzc,817895,"Ein supersüßes Ressourcenpaket, das vollständig den LabPBR-Standards entspricht!"
,iHC8BZn4,1040578,"Ein atmosphärisches, hochgradig anpassbares Horror-Shader-Paket, der Nachfolger von Insanity Shader."
,UHDcis5V,506559,Bestes Vanilla-Ressourcenpaket? Vielleicht...
,ijwaqfQD,380118,Bessere Grastexturen (unterstützt Optifine)
,HNlCBDGp,696522,"Dieses Ressourcenpaket ist eine vereinfachte Version des vollständigen 424Friends-Ressourcenpakets und enthält nur modifizierte Gemälde, die durch Gemälde im 424Friends-Stil mit unserem offiziellen Logo und unseren offiziellen Symbolen ersetzt wurden."
,6uJCfiCH,921717,Eine erschreckende modifizierte Version von Complementary Shaders
,an4fOhuR,720642,Nerviges Dorfbewohner-Serverpaket
,wE0hjz4k,883456,Kompatibilitätsdatenpaket zwischen dem Village-Renovierungs-Mod und dem Gazebos-Mod von ChoiceTheorem
,VpyBGfGz,591507,Dem RS-Dorf wurden „PneumatikCraft“-Häuser hinzugefügt
,6SLU7tS5,349116,🌙 Minecraft: Dark Mode Resource Pack für Java Edition
,DG1SXHAm,951805,"Ein speziell für PVP entwickeltes Fadenkreuzmodul, das das ursprüngliche Fadenkreuz durch den PVP-Stil ersetzt"
,pedwdTC8,862558,Zeigt den Nährwert von Lebensmitteln in den Tooltips von Gegenständen an
,uakHOvte,986528,"Ein speziell für PVP entwickeltes Fadenkreuzmodul, das das ursprüngliche Fadenkreuz durch den PVP-Stil ersetzt"
,orfTV6nk,223164,"Eine 128x HD-Version des klassischen MC-Erlebnisses! Erhalten Sie Licht- und Schattentexturen, ohne Frames fallen zu lassen!"
,qYQZ6QvN,939100,Passen Sie das Hintergrundbild der MC-Hauptschnittstelle an
,LgvDiFDR,476719,Mehrere Variationen für Erze hinzugefügt!
,wpQSS5ZP,664122,Echtes 16x Standard-PBR-Material
,dLYWYSIm,878406,Kompatibilitätsdatenpaket für CTOV- und Advanced Peripheral-Module
,DyS2E78l,986353,Retexturierung und Modellmodifikation einiger Blöcke/Gegenstände in Create: Teleporters
,LxWe8vLh,1096454,16x Texture Pack: Bietet grundlegende Kompatibilität für Module der Serien Ashen 16x und Let's Do
,CpA767Rl,308355,"Gilt für Version 1.8.8+; Macht alle Spieloberflächen transparent und präsentiert einen minimalistischen, modernen Stil! Unterstützt Flammen- und Kürbiskopf-Overlay-Effekte"
,6gN0TwLG,909738,
,r4GILswZ,419139,Texturen mit vierfacher Auflösung sorgen für das ultimative Detailerlebnis!
,vlbXWQ2k,907048,Die Abschirmung deckt nicht mehr die Hälfte des Bildschirms ab!
,B9RvpVrv,622551,Fügen Sie der MC-Welt echte Bergbiome hinzu
,uudmIrRl,864002,Bringen Sie Originalinhalte in die Dimension des Himmels!
,apRwIWGw,690845,Entwerfen Sie einzigartige Texturen für jedes verzauberte Buch! Kein Optifine/Citresewn erforderlich!
,mKaYfrOy,640296,Die RS-Pyramide wurde in einen besseren Wüstentempel-Stil geändert
,ePaZVJM4,634440,RS Witch Hut wurde in einen besseren Witch Hut-Stil geändert
,uZAJ8Zy7,870007,ChoiceTheorem Village Overhaul Kompatibilitätsdatenpaket mit Wizards Mod
,qUbxpIPN,554329,Der RS-Dungeon wurde in den Better-Dungeon-Stil geändert
,tN4E9NfV,855981,"Ein Lehrmittel, das Chat-Meldemechanismen auf einfache und neutrale Weise erklärt"
,zCW2yzTP,861004,Beginnen Sie mit ultrarealistischen Texturpaketen und atemberaubenden visuellen Effekten ein beispielloses MC-Abenteuer!
,2C5ThaTB,520155,"Moderne, glatte Schriftverschönerung"
,zSHTYbCW,885169,"Leuchtendes Rüstungsmuster-Materialpaket (erfordert Optifine, durch Umbenennen 10 Farben und 16 leuchtende Muster aktivieren)"
,dqHyaXIs,407973,Aus gezähmten Wölfen werden 41 echte Hunderassen
,aTAs6Zq8,859805,"Ein speziell für PVP entwickeltes Fadenkreuzmodul, das das ursprüngliche Fadenkreuz durch den PVP-Stil ersetzt"
,izDZRaNR,428068,MC selbstleuchtendes Material
,Bod7oeB2,643512,PVP-spezifisches RPG-Schwert-Werkzeugset (einschließlich benutzerdefiniertem Fadenkreuz)
,GJ4GGBq6,689285,Das offizielle HD-Texturpaket des NBArmors-Moduls enthält jetzt 55 Sätze HD-Rüstungen
,mh9nQqo4,881633,CC:Tweakeds mechanisches Power-Remake
,zrzYrlm0,811803,Feindliche Kreaturen werden aus dem Boden hervorbrechen oder aus der Luft auftauchen!
,kl640Av3,652685,Tierhandlung im RS-Dorf hinzugefügt!
,P5wB88AS,554331,Fügen Sie Farmer's Joy zum rekonstruierten Dorf hinzu
,7z5vv7za,686611,Lass Erz im Dunkeln leuchten
,DCHWs5EF,499464,Machen Sie Bare Bones mit dem Fresh Animations-Texturpaket kompatibel
,a2GCqbko,883459,Kompatibilitätsdatenpaket für CTOV- und Gleitschirmmodule
,Z9UclEVT,704941,Tischlerbank-Rezept für BetterNether hinzugefügt
,O7z3QKAG,422346,Fügen Sie Icon-Design zu mehreren Systemen des Spiels hinzu
,qfYE1L5z,662592,Fügen Sie Erzen leuchtende Umrisse hinzu! Kompatibel mit den meisten Texturpaketen!
,3xf3eGxN,390367,"Pokémon-Mod-Soundtrack, produziert von Chris Geddes"
,kJix7Q1N,887445,Das Endmaß wird vergrößert!
,S2Zdxlhc,951803,Mini-Korn-Ersatzmodul
,RbDebQrR,1014677,Eine kleine kompatible Sammlung von Stoneborn-UI-Überarbeitungs-Mods
,ZTdGFilE,1038940,Besseres 3D-Craft-Texturpaket: Über 70 neue 3D-Block-/Gegenstandsmodelle hinzugefügt
,udpUpENa,956447,Setzen Sie die farbigen Blockrandlinien auf die Standardfarbe zurück
,1PGegzf5,911408,Hochwertiges Materialpaket zur Schnittstellenabdeckung
,XSPvBAGx,554361,Bauen Sie in einem RS-Dorf ein „Legend of Ice and Fire“-Gebäude
,WbANFu9v,775765,The Legend of Zelda The Wind Waker Schriftart
,ESu26zW9,332329,Den MC-Stil erneuern und dabei den traditionellen Charme bewahren? Das CreatorPack HD-Texturpaket stellt Sie zufrieden!
,uefkcaqY,920589,Fortschrittszeichen im mechanischen Kraftstil
,KEtTF8II,847523,Neues Panorama mit Licht- und Schattenunterstützung
,FRSckbRo,336686,Klassischer MC-Stil mit innovativen 3D-Modellen
,L21ipgCe,892905,Ersetzen der Goldkarten durch farbige Versionen für meinen Tarot-Deck-Mod
,mC2IML84,877191,Den Tooltips von Gegenständen wurden Abzeichensymbole und farbige Beschriftungen hinzugefügt
,Symh7COQ,468836,Erstelltes Speichernetzwerk-Texturpaket: Ersetzt Lothrazars Speichernetzwerkmodul-Texturen durch Simibubis mechanischen Kraftstil
,8PxXQiGm,649817,Hühnerställe können jetzt in RS-Dörfern errichtet werden! ! !
,E4PmmlqX,333412,Rustikal und doch klassisch
,S313KZR3,905155,ChoiceTheorem Village Overhaul Kompatibilitätsdatenpaket mit Monobanks Mod
,C5cIabB8,222097,Realistische Töne und zufällige Blockvariationen verleihen MC ein organischeres Gefühl
,A8aBf1Xa,451763,"PBR/POM HD-Texturpaket, das den ursprünglichen Stil beibehält"
,L0iIXINl,882877,Elegante MC-Schriftart für persönliches Design
,ZyLGK5YD,973588,Item-/Block-/GUI-Texturpaket mit einer Auflösung von 32x32 für den Mechanical Power (Create)-Mod
,DERCGCA3,888288,Dieses Ressourcenpaket ist eine perfekte Ergänzung zum Loading Backgrounds-Mod und fügt insbesondere gebäudebezogene Ladebildschirme hinzu.
,zREUZ4Cs,683155,Üppiges Laub-Add-on für Whimscape
,fUawEtti,964322,"32x32 HD-Texturen für Gegenstände, Blöcke und GUI des GregTech/GT-Mods"
,KP2WhfaM,316946,[Aktualisiert] Werde Ant-Man!
,vqrI97xw,952112,"32x32 HD-Texturen für Gegenstände, Blöcke und GUI des Terra Resurrection Mods"
,rox3U8B6,327786,Minecraft-Texturen im Stil eines Werbevideos
,9nStzADg,858982,Ermöglicht das Spawnen von Pokémon in verschiedenen Größen (erfordert die Installation des Pehkui-Mods)
,cWBm5y89,1096434,16x Mini-Ressourcenpaket: Bietet grundlegende Kompatibilität für Ashen 16x und Eldritch End
,f9KJTi50,263638,Hintergrundmusik für die Hauptoberfläche (Titelbildschirm) deaktivieren
,ur1ZuVtB,1096438,16x Mini Resource Pack: Bietet grundlegende Kompatibilität für Ashen 16x und Better End
,R4g9Nf07,593570,PBR-Texturpaket: Verwandeln Sie den Pixelkunststil in einen abgerundeten dreidimensionalen Effekt
,8bf2GogI,855152,"Unter Beibehaltung des ursprünglichen Stils wurden verschiedene Elemente stark optimiert, aufgewertet und repariert."
,BcyGAwlg,860903,"Texturpaket, das die Textur des „Roadstone“-Moduls verbessert"
,9D4BBjDX,855573,Erzielen Sie glänzende 3D-Erzeffekte ohne Shader
,WQ8xE11Z,690393,Ändern Sie das RS-Unterwasserdenkmal in den Better Ocean Monument-Stil
,7FPKQLzr,871465,Leuchtendes dynamisches Erz (unterstützt 1.16 bis zur neuesten Version): Glanz in der Nacht und dunkle Effekte
,Srw5RQ6k,513425,"Texturpakete für Leute, die Texturpakete hassen"
,rpaqVyiI,1028445,"Benutzerdefiniertes Ashen-Kreaturenmodell, kompatibel mit Fresh Animations von Fresh__LX"
,eddq8rrf,683123,Fügen Sie neue Katzenrassen hinzu und optimieren Sie das realistische Erscheinungsbild bestehender Katzen (Unterstützung von Optifine/Fabric).
,TghJ0CEU,957898,Spieleranimationen wurden komplett überarbeitet und zum Leben erweckt!
,FXw3rwS0,836124,Reduzieren Sie die Soundeffekte beim Klicken auf das Menü
,6seZEdkp,846549,Überarbeitete Minecraft-GUI | Lichtthema
,ruIZ2s2r,522485,"Reduzieren Sie die Sättigung des Regens, um ihn einer realistischen Regenszene mit Grautönen anzunähern (besonders geeignet für die Verwendung mit Shadern)."
,LSmohupN,864112,16x Minecraft im mittelalterlichen Fantasy-Stil
,BY2ksJHF,351975,32x Texturpaket für Abenteuerthemen im reinen Pixelstil
,lxdu8mT0,820784,Story-Modus-Texturen zu Crackers Witherstorm-Mod hinzugefügt
,xGCng9FL,776419,Erstellen Sie eine einfache Aufbewahrung im Tom-Stil
,RPrIU0O0,1068288,Jetzt werden Katzen noch charmanter! Aber immer noch harmonisch mit dem ursprünglichen Stil koexistierend ...
,QSKCFxWX,893328,Vervollständigen Sie den Minecraft-Soundtrack mit der verlorenen nostalgischen Musik von C418!
,bY6ifSOi,538478,Mineralien-/Edelsteinkantentextur zu verzauberten Büchern hinzugefügt (thematischer visueller Verzauberungseffekt)
,itBxlKsu,858848,Verbessern Sie die visuellen Effekte von Endstädten mit BetterEnd-Mods
,8Xv7wkWd,844259,"Eine erkundbare, halb vergrabene Dschungelfestung (einschließlich oberirdischer Türme)"
,olO1TaXd,785390,"Realistische, für Shader angepasste Texturen (unter Beibehaltung der Originaltöne)"
,XFnaXwdB,759452,Scharfe RPG-Schrift im technologischen Stil
,Kit8I4Pu,825997,
,hJAzl1Bs,326818,Epischer mittelalterlicher Fantasy-Stil
,O7XvzQkN,1028450,Unterstützung für verschiedene Community-Mods zu Ashen 16x hinzugefügt [Veraltet]
,PFPUNiJp,426352,Eis- und Schnee-Winterthema-Texturpaket!
,GalExSh7,384081,"Golden Days Alpha: Reproduzieren Sie die klassische Alpha-Version der Grasblattfarbe! Erfordert die Verwendung mit Golden Days Base, um das Alpha-Erlebnis im modernen MC noch einmal zu erleben!"
,p7P0HjJw,878428,ChoiceTheorem Village Overhaul-Kompatibilitätsdatenpaket mit Savage- und Ravage-Mods
,73G2oXxA,893171,PVP-spezifisches Texturpaket (neueste Version 1.16): Kompletter Satz Rüstung und Netherit-/Diamant-/Eisen-/Gold-/Ketten-/Holz-/Stein-Gegenstandstexturen neu erstellt
,ia2umfZR,399487,"[1,7-1,19] Wirklich transparentes Glas!"
,ti4S0dP0,305952,Das von Jakob.zero erstellte Materialpaket im Pixelstil basiert auf Blockmustern in mehreren Größen und unterstreicht den einzigartigen Charme der Blockwelt.
,AdXxxPfs,758265,Die pixeligen Texturen von EnhancedVisuals (näher am Originalstil)
,oUSJyuav,656215,Update zum Realismus von Nutztieren
,5cWrW4FI,834273,Croptopia-Modul und CTOV-Kompatibilitätsdatenpaket
,a84VJ7Y9,771370,"Ein einfaches Texturpaket, das die Erlebnisleiste in Regenbogenfarben verwandelt"
,E8fGzGhh,616586,Neues PBR/POM-Texturpaket: Fügen Sie Details hinzu und behalten Sie gleichzeitig das ursprüngliche Pixelgefühl bei
,TjOXlt9Y,885553,Original verbundene Textur + Fusion-Unterstützung
,beHlML1z,955645,PVP-zu-Fadenkreuz-Ersatz (ändern Sie das ursprüngliche Fadenkreuz in den PVP-Stil)
,EkrInWCl,350660,Dunkle Ladeoberfläche und GUI-Elemente (Optimierung des Augenschutzes)
,PsMUgCo5,622551,Das größte und vielseitigste Skyrim-Texturpaket aller Zeiten
,uJ0YMl4f,547822,Ändern Sie RS Fortress in den Better Stronghold-Stil
,7DqvgzpQ,836155,Originales 3D-Texturpaket (ohne das traditionelle Pixelgefühl zu zerstören)
,CjZB9nf0,836909,Fügen Sie Unterstützung für Ereigniselemente für OR hinzu
,R2M9Yj9d,354421,Ressourcenpaket zum Thema Winter/Weihnachten von Vanilla Additions
,re5yGOyz,679166,Mond.
,uPCMwj7H,928023,Verwenden Sie Cobblemon-Pflanzen (Zapfen/Baumfrüchte/Wurzeln/Kräuter usw.) in Blumentöpfen
,6ZymelzH,993307,Das „Skyland“-Modul erstellt neue Texturen und passt sich an Maffhews Excalibur-Texturpaket an
,H0lxoIBE,904898,Hinzufügen eines Pavillons zum Dorf der umfunktionierten Strukturen
,uvpymuxq,380969,Leistungsstarke Optimierung des Blattbildes (hohe Modulkompatibilität)
,iunZDj0l,869986,Beautify-Modul und CTOV-Kompatibilitätsdatenpaket
,eN2UAbCS,355140,"Vattic's Faithful 32x Varianten-Texturpaket (unter Beibehaltung des ursprünglichen Stils, aber mit Feinabstimmung)"
,pMLZzzF5,858433,Hallo zusammen! Das diesmal mitgebrachte Texturpaket kann die Klarheit des Spielbildschirms verbessern.
,lUrFvZH1,470652,Das atemberaubende 32-fache PvP-Texturpaket Celesta bringt Sie mit purer Innovation auf das Schlachtfeld und lässt Sie in die Welt eines unvergleichlichen PvP-Erlebnisses eintauchen!
,ZVTx4h1P,554341,Verbessern Sie Ihr RS-Erlebnis mit Höhlen- und Klippen-Mods
,cwUMcX8W,687374,"Das Ziel besteht darin, alle GUIs im dunklen Stil zu entfernen (einschließlich Originalversionen und Mods)."
,6NpNU321,626693,Erweiterte periphere Mod-Häuser wurden in RS-Dörfern generiert
,7vT7Bwz9,837728,"Basierend auf Yungs besserem Netherfestungs-Mod, der der Welt eine riesige Dschungelfestung hinzufügt!"
,ctsYF3nI,972258,Eine Verbesserung gegenüber dem ursprünglichen langweiligen Wolf-Look!
,DasdQ0y9,465262,Füge detaillierte Modelle und Animationseffekte zu Dracheneiern hinzu
,9M4nfwjl,637986,Das Reiseführerpaket der ersten Generation kehrt in Glanz zurück
,hFoOkEdk,509339,Verwandeln Sie Ihr Bett in einen wunderschöneren und bezaubernderen Stil!
,quMLCyp9,886331,"Wir haben ein Standard-Ressourcenpaket erstellt, das Spielbilder enthält, das jedoch durch einfaches Ersetzen der Bilder leicht angepasst werden kann"
,Dp3twuO6,977843,Alternative 3D-Waffenmodelle für Mine Cells
,FsygnwFm,422825,Das sichtbare Mineraltexturpaket verbessert die Abbaueffizienz durch die Hervorhebung von Erzen
,Grn2JrYW,554344,In RS-Dörfern entstehen immersionsgefertigte Häuser
,PXOlmnke,821245,Dorfbewohner können jetzt an der Leine geführt werden!
,TM94CBvz,990393,Verbessern Sie das ursprüngliche eintönige Ozelot-Erscheinungsbild!
,wKu40yBb,876714,Reduzieren Sie visuelle Störungen durch die Flamme
,ZemCyvLM,959646,GregTechs Ressourcenpaket im modernen Stil
,wmXxr9ku,859798,Das ursprüngliche Fadenkreuz wurde durch eine moderne und bessere Version ersetzt
,BFzJ6aQL,384081,Das Golden Years Resource Pack stellt die Texturen/Beleuchtung/Namen/Soundeffekte der alten Version von MC wieder her
,lP7OH3rE,859808,Das Fadenkreuz im Scharfschützenstil ersetzt das ursprüngliche Fadenkreuz
,NlV6RQjs,335761,Texturpaket im Anime-Stil
,ItHr72Fy,572892,Erzielung voller Helligkeitseffekte in Na/HD-Restaurierung/Original
,nXngdyOv,554338,Verwandeln Sie die RS-Hexenhütte in den Hexerei-Stil
,CdRC4fyI,628469,Kompatibilitätserweiterung zwischen Nongfu Leshi und CTOV
,nELgl6gi,948934,Stellen Sie den DarkRPG-Text in der Originalsprache wieder her
,eshAdv4B,643669,Benutzerdefiniertes Pokémon-GUI-Paket
,9aE6Ib8a,943817,Reduzieren Sie Sichtbehinderungen durch Regen und Schnee
,hl0bs6jf,821708,Füge den Zaubererturm zum RS-Dorf hinzu
,sPT9u2eL,665218,Varianten Hautfarbe/Augenfarbe/Augenbrauenfarbe für Dorfbewohner hinzugefügt
,ZpBKASR2,478165,Fügen Sie verzauberten Büchern mithilfe der CIT-Technologie erkennbare benutzerdefinierte Texturen hinzu
,6DwvxSMP,585361,Zeigt die Gesundheit von Spielern und Kreaturen an!
,UiaFErsS,872654,ChoiceTheorem Village Overhaul mit Villager Enhancement Compatibility Data Pack
,yiTthr0O,918450,Machen Sie Sword of Mana mit den Ressourcenpaketen von Fresh Animations kompatibel
,d1nRD7RG,342663,Patch für Programmer Art Texture Pack
,JEZ93XXG,551139,8x8 Pixel Cartoon frischer Originalstil!
,jjGcjeIR,886426,Minecraft-Version des Hinterzimmers
,wFLeBRkG,503839,Aussehen des Progress-Plattenmoduls im gemusterten Steinstil
,Bw7Oyi0i,1096464,Implementieren Sie die grundlegende Kompatibilität zwischen Ashen und Regions Unexplored bei 16-facher Auflösung
,slufHzC2,990406,Das Ressourcenpaket für EMF-Spieleranimationen fügt den Spielereinheiten wunderschöne Bewegungen hinzu und ist mit Quark-Ausdrücken/Parkour-Fähigkeiten/NEA und anderen Modulanimationen kompatibel
,Keq5OmV7,858850,"Verbessern Sie das Erscheinungsbild der Endstadt auf eine Weise, die dem ursprünglichen Stil entspricht"
,kWgq7eAt,391858,"Den perfekten Farbton, den wir verdienen!"
,50Rh3CqF,657574,Fügen Sie jedem verzauberten Buch einzigartige Texturen hinzu (unterstützt jede Menge Mods)
,meCkzj8O,851479,Hochwertiges Ressourcenpaket zum Hinzufügen von Licht und Schatten zu 1.18 Panorama | Vollversionsunterstützung
,Lle48EBp,393001,Fügen Sie dem Erz einen Strich hinzu (Faithful x32-Version)
,8zPEQCkL,229122,Rosa Quadrate bieten endlose Möglichkeiten!
,d3JOyUGH,878413,CTOV- und BYG-kompatible Datenpakete
,ZrnmXWf6,896735,Fresh Animations-Kompatibilität für mehr Biomorph-Mods hinzugefügt
,3gQXrsPx,554485,Spielen Sie Musik mit Etched-Modulen im RS Village!
,6PJbKvJH,834282,Kompatibilitätserweiterung zwischen Chef Lay’s und CTOV
,7YjclEGc,831385,Entitäten und Gegenstände wie Fackeln/Laternen leuchten! Nur serverseitig gültig!
,e2fAZfFz,1016013,"Verabschieden Sie sich von den eintönigen Truhen der Originalversion, jetzt mit realistischeren Texturen!"
,ZMcqgmIV,663050,Sehen Sie sich die Gesundheit einer beliebigen Kreatur an ...
,tqtqwUe3,694918,BYG's Gatherer Hut im RS Village hinzugefügt
,qbxgGjQ6,737167,"Leicht lesbare, glatte, moderne RPG-Schriftart"
,NzaimZYw,888328,"Ein Muss für Meeresliebhaber – ein Spielladebildschirm mit Meeresthema, der speziell zum Laden von Hintergrundmodulen angepasst ist"
,sDzgzRzB,554354,Verwandeln Sie RS Outpost in den Brutal- und Plunder-Stil
,50akz7zH,906447,
,OyWCbj0l,564189,PVP-spezifisches Mini-Waffen-Tool (einschließlich PVP-Fadenkreuz)
,LJazX7OI,947578,Xali Fan-Erweiterungspaket für verzauberte Buchtexturen
,6udpuGCH,639779,Einzigartige verzauberte Buchtextur!
,6GgEjSHS,322713,"Den Endportalen und Enderaugen wurden seltsame, zufällige Blinkeffekte hinzugefügt"
,kS4FsCxd,859499,Konvertieren Sie Musikaufzeichnungen in das Kassettenformat
,a5ESRz6Q,825234,Neue Häuser und Baustellen zu RS Village hinzugefügt!
,IjeNkkG5,858484,Neue Soundeffekte für Regen und Donner
,ZbZNRA1g,882133,Eine Neuinterpretation des klassischen BOSS
,qaTINtKD,909754,
,BORRKwOq,870000,Kompatibilitätsdatenpaket für die Mods ChoiceTheorem Village Overhaul und Domestication Innovation
,ivApM40Z,554363,Lassen Sie die RS-Struktur Umgebungsblöcke generieren
,S1rcrDD7,442365,Verbinden Sie nahtlos jede Menge Originaltexturen!
,UsixlLlt,385666,Neues Design des Minecraft-Fadenkreuzes
,VYltvPuN,548717,"Zeigt die Elemente an, die während der ungenauen Sammlung blockweise fallen gelassen werden. Kompatibel mit allen Ressourcenpaketen!"
,mWmuC2TQ,326778,Benutze neue Minecraft-Texturen auf älteren Versionen!
,ARf3yR3v,1096521,"Ressourcenpaket mit 16-facher Auflösung, das die Kompatibilität mit Ashen 16x und Visuality erhöht"
,IUJGdLaw,627173,Überarbeitung des Ressourcenpakets für die grafische Benutzeroberfläche des süßen Blumenthemas
,BcDJfnX2,504003,Ersetzen Sie traditionelle Totem-Texturen durch Axolotl-Designs
,u5lozjSP,977313,Würfelvegetation
